,FTSEMIB payout,HSCEI payout,NDX payout,Triggered,Above Strike Lvl,, FTSEMIB payout (USD)  , HSCEI payout (USD) , NDX payout (USD) ,, AveragePayout Sum (USD) ,, Average Payout 
586,15423.18263,7203.257913,5751.305193,0,0,," $ 17,196.10 ", $ 926.34 ," $ 5,751.31 ",," $ 23,873.74 ",,
587,8111.218577,3788.271253,3024.673612,0,0,," $ 9,043.62 ", $ 487.17 ," $ 3,024.67 ",," $ 12,555.46 ",,
588,11396.98644,5322.859408,4249.936532,0,0,," $ 12,707.09 ", $ 684.52 ," $ 4,249.94 ",," $ 17,641.54 ",,
589,7974.729893,3724.525448,2973.776978,0,0,," $ 8,891.44 ", $ 478.97 ," $ 2,973.78 ",," $ 12,344.19 ",,
590,11834.35798,5527.129828,4413.03239,0,0,," $ 13,194.74 ", $ 710.79 ," $ 4,413.03 ",," $ 18,318.56 ",,
591,17412.31616,8132.264732,6493.053136,0,0,," $ 19,413.89 "," $ 1,045.81 "," $ 6,493.05 ",," $ 26,952.75 ",,
592,12612.12956,5890.381007,4703.063431,0,0,," $ 14,061.91 ", $ 757.50 ," $ 4,703.06 ",," $ 19,522.48 ",,
593,13942.50922,6511.72279,5199.162039,0,0,," $ 15,545.22 ", $ 837.41 ," $ 5,199.16 ",," $ 21,581.79 ",,
594,12501.98688,5838.939864,4661.991222,0,0,," $ 13,939.11 ", $ 750.89 ," $ 4,661.99 ",," $ 19,351.99 ",,
595,10084.61967,4709.930378,3760.554927,0,0,," $ 11,243.86 ", $ 605.70 ," $ 3,760.55 ",," $ 15,610.11 ",,
596,10845.06236,5065.088256,4044.124026,0,0,," $ 12,091.72 ", $ 651.37 ," $ 4,044.12 ",," $ 16,787.21 ",,
597,8821.45074,4119.978759,3289.519203,0,0,," $ 9,835.49 ", $ 529.83 ," $ 3,289.52 ",," $ 13,654.84 ",,
598,17217.96085,8041.492844,6420.578037,0,0,," $ 19,197.19 "," $ 1,034.14 "," $ 6,420.58 ",," $ 26,651.91 ",,
599,10617.5804,4958.844866,3959.295998,0,0,," $ 11,838.09 ", $ 637.71 ," $ 3,959.30 ",," $ 16,435.09 ",,
600,7035.943325,3286.073675,2623.703443,0,0,," $ 7,844.74 ", $ 422.59 ," $ 2,623.70 ",," $ 10,891.03 ",,
601,9895.620278,4621.659924,3690.077051,0,0,," $ 11,033.14 ", $ 594.35 ," $ 3,690.08 ",," $ 15,317.56 ",,
602,21717.21934,10142.83081,8098.351639,0,0,," $ 24,213.65 "," $ 1,304.37 "," $ 8,098.35 ",," $ 33,616.37 ",,
603,9405.616817,4392.80824,3507.354748,0,0,," $ 10,486.81 ", $ 564.92 ," $ 3,507.35 ",," $ 14,559.08 ",,
604,16724.57746,7811.062594,6236.595357,0,0,," $ 18,647.09 "," $ 1,004.50 "," $ 6,236.60 ",," $ 25,888.19 ",,
605,6358.090037,2969.488429,2370.931935,0,0,," $ 7,088.96 ", $ 381.88 ," $ 2,370.93 ",," $ 9,841.77 ",,
606,20123.91241,9398.691226,7504.207444,0,0,," $ 22,437.19 "," $ 1,208.67 "," $ 7,504.21 ",," $ 31,150.07 ",,
607,14522.82825,6782.755543,5415.56302,0,0,," $ 16,192.25 ", $ 872.26 ," $ 5,415.56 ",," $ 22,480.07 ",,
608,21088.44738,9849.16856,7863.882561,0,0,," $ 23,512.60 "," $ 1,266.60 "," $ 7,863.88 ",," $ 32,643.08 ",,
609,27263.43548,12733.14089,10166.53578,0,0,," $ 30,397.41 "," $ 1,637.48 "," $ 10,166.54 ",," $ 42,201.43 ",,
610,8741.738926,4082.750077,3259.794666,0,0,," $ 9,746.61 ", $ 525.04 ," $ 3,259.79 ",," $ 13,531.45 ",,
611,8693.824687,4060.372166,3241.927445,0,0,," $ 9,693.19 ", $ 522.16 ," $ 3,241.93 ",," $ 13,457.28 ",,
612,9011.438568,4208.710855,3360.365669,0,0,," $ 10,047.32 ", $ 541.24 ," $ 3,360.37 ",," $ 13,948.92 ",,
613,9859.97432,4605.011802,3676.784673,0,0,," $ 10,993.39 ", $ 592.20 ," $ 3,676.78 ",," $ 15,262.38 ",,
614,9814.711137,4583.872041,3659.90603,0,0,," $ 10,942.93 ", $ 589.49 ," $ 3,659.91 ",," $ 15,192.32 ",,
615,20565.81332,9605.07705,7668.992306,0,0,," $ 22,929.88 "," $ 1,235.21 "," $ 7,668.99 ",," $ 31,834.09 ",,
616,12072.25568,5638.237796,4501.744447,0,0,," $ 13,459.98 ", $ 725.08 ," $ 4,501.74 ",," $ 18,686.80 ",,
617,5568.979172,2600.941339,2076.672474,0,0,," $ 6,209.14 ", $ 334.48 ," $ 2,076.67 ",," $ 8,620.30 ",,
618,9821.41814,4587.004486,3662.407072,0,0,," $ 10,950.40 ", $ 589.89 ," $ 3,662.41 ",," $ 15,202.70 ",,
619,14923.89791,6970.071499,5565.121906,0,0,," $ 16,639.42 ", $ 896.35 ," $ 5,565.12 ",," $ 23,100.90 ",,
620,9807.821459,4580.65428,3657.336869,0,0,," $ 10,935.25 ", $ 589.07 ," $ 3,657.34 ",," $ 15,181.65 ",,
621,21902.76374,10229.48765,8167.541149,0,0,," $ 24,420.52 "," $ 1,315.51 "," $ 8,167.54 ",," $ 33,903.57 ",,
622,8356.343074,3902.754431,3116.080543,0,0,," $ 9,316.92 ", $ 501.89 ," $ 3,116.08 ",," $ 12,934.89 ",,
623,12079.05531,5641.413504,4504.280031,0,0,," $ 13,467.56 ", $ 725.49 ," $ 4,504.28 ",," $ 18,697.33 ",,
624,7843.718324,3663.33768,2924.922761,0,0,," $ 8,745.37 ", $ 471.11 ," $ 2,924.92 ",," $ 12,141.39 ",,
625,11063.61783,5167.162611,4125.623366,0,0,," $ 12,335.40 ", $ 664.50 ," $ 4,125.62 ",," $ 17,125.52 ",,
626,8693.26776,4060.112058,3241.719767,0,0,," $ 9,692.57 ", $ 522.13 ," $ 3,241.72 ",," $ 13,456.42 ",,
627,7975.586391,3724.925468,2974.096366,0,0,," $ 8,892.39 ", $ 479.03 ," $ 2,974.10 ",," $ 12,345.51 ",,
628,10183.06654,4755.909098,3797.265768,0,0,," $ 11,353.63 ", $ 611.61 ," $ 3,797.27 ",," $ 15,762.50 ",,
629,9996.535405,4668.791421,3727.708305,0,0,," $ 11,145.65 ", $ 600.41 ," $ 3,727.71 ",," $ 15,473.77 ",,
630,12509.60026,5842.495623,4664.830251,0,0,," $ 13,947.60 ", $ 751.34 ," $ 4,664.83 ",," $ 19,363.77 ",,
631,13504.80309,6307.296101,5035.941411,0,0,," $ 15,057.20 ", $ 811.12 ," $ 5,035.94 ",," $ 20,904.26 ",,
632,16599.53985,7752.664907,6189.968828,0,0,," $ 18,507.68 ", $ 996.99 ," $ 6,189.97 ",," $ 25,694.64 ",,
633,19057.16394,8900.476004,7106.416913,0,0,," $ 21,247.81 "," $ 1,144.60 "," $ 7,106.42 ",," $ 29,498.83 ",,
634,7737.406414,3613.685664,2885.279047,0,0,," $ 8,626.83 ", $ 464.72 ," $ 2,885.28 ",," $ 11,976.83 ",,
635,12112.68233,5657.118698,4516.819547,0,0,," $ 13,505.05 ", $ 727.51 ," $ 4,516.82 ",," $ 18,749.38 ",,
636,17140.38211,8005.260393,6391.648921,0,0,," $ 19,110.69 "," $ 1,029.48 "," $ 6,391.65 ",," $ 26,531.82 ",,
637,17858.84393,8340.811485,6659.563351,0,0,," $ 19,911.74 "," $ 1,072.63 "," $ 6,659.56 ",," $ 27,643.94 ",,
638,7681.128958,3587.401788,2864.293182,0,0,," $ 8,564.09 ", $ 461.34 ," $ 2,864.29 ",," $ 11,889.72 ",,
639,9011.11498,4208.559726,3360.245003,0,0,," $ 10,046.96 ", $ 541.22 ," $ 3,360.25 ",," $ 13,948.42 ",,
640,9623.429143,4494.535517,3588.57697,0,0,," $ 10,729.66 ", $ 578.00 ," $ 3,588.58 ",," $ 14,896.23 ",,
641,15685.29359,7325.674465,5849.046376,0,0,," $ 17,488.34 ", $ 942.08 ," $ 5,849.05 ",," $ 24,279.47 ",,
642,8212.424938,3835.538768,3062.413467,0,0,," $ 9,156.46 ", $ 493.25 ," $ 3,062.41 ",," $ 12,712.12 ",,
643,22069.57521,10307.39544,8229.745153,0,0,," $ 24,606.51 "," $ 1,325.53 "," $ 8,229.75 ",," $ 34,161.78 ",,
644,11785.05357,5504.102649,4394.646773,0,0,," $ 13,139.76 ", $ 707.83 ," $ 4,394.65 ",," $ 18,242.24 ",,
645,17888.40901,8354.619587,6670.588169,0,0,," $ 19,944.71 "," $ 1,074.40 "," $ 6,670.59 ",," $ 27,689.70 ",,
646,7724.448723,3607.633892,2880.447123,0,0,," $ 8,612.39 ", $ 463.94 ," $ 2,880.45 ",," $ 11,956.77 ",,
647,7217.255299,3370.753792,2691.314683,0,0,," $ 8,046.89 ", $ 433.48 ," $ 2,691.31 ",," $ 11,171.68 ",,
648,12984.49567,6064.29123,4841.918763,0,0,," $ 14,477.08 ", $ 779.87 ," $ 4,841.92 ",," $ 20,098.87 ",,
649,15222.76276,7109.653625,5676.568618,0,0,," $ 16,972.64 ", $ 914.30 ," $ 5,676.57 ",," $ 23,563.51 ",,
650,8186.379481,3823.374473,3052.701115,0,0,," $ 9,127.42 ", $ 491.69 ," $ 3,052.70 ",," $ 12,671.80 ",,
651,8421.169259,3933.030915,3140.254229,0,0,," $ 9,389.20 ", $ 505.79 ," $ 3,140.25 ",," $ 13,035.24 ",,
652,8034.79667,3752.579093,2996.175881,0,0,," $ 8,958.41 ", $ 482.58 ," $ 2,996.18 ",," $ 12,437.17 ",,
653,28510.28306,13315.46977,10631.48527,0,0,," $ 31,787.58 "," $ 1,712.37 "," $ 10,631.49 ",," $ 44,131.44 ",,
654,9560.68998,4465.233758,3565.181534,0,0,," $ 10,659.71 ", $ 574.23 ," $ 3,565.18 ",," $ 14,799.12 ",,
655,9669.721751,4516.15606,3605.839485,0,0,," $ 10,781.27 ", $ 580.78 ," $ 3,605.84 ",," $ 14,967.89 ",,
656,8759.721797,4091.148815,3266.500479,0,0,," $ 9,766.66 ", $ 526.12 ," $ 3,266.50 ",," $ 13,559.29 ",,
657,8426.474219,3935.508548,3142.232449,0,0,," $ 9,395.11 ", $ 506.11 ," $ 3,142.23 ",," $ 13,043.45 ",,
658,6407.104604,2992.380239,2389.209468,0,0,," $ 7,143.61 ", $ 384.82 ," $ 2,389.21 ",," $ 9,917.64 ",,
659,20878.40061,9751.068115,7785.556114,0,0,," $ 23,278.40 "," $ 1,253.99 "," $ 7,785.56 ",," $ 32,317.95 ",,
660,14074.52657,6573.380302,5248.391314,0,0,," $ 15,692.41 ", $ 845.34 ," $ 5,248.39 ",," $ 21,786.14 ",,
661,12691.47254,5927.437429,4732.650431,0,0,," $ 14,150.38 ", $ 762.27 ," $ 4,732.65 ",," $ 19,645.30 ",,
662,11293.65907,5274.601294,4211.405753,0,0,," $ 12,591.88 ", $ 678.31 ," $ 4,211.41 ",," $ 17,481.60 ",,
663,8556.333262,3996.15804,3190.656889,0,0,," $ 9,539.90 ", $ 513.91 ," $ 3,190.66 ",," $ 13,244.46 ",,
664,4286.92615,2002.170074,1598.594869,0,0,," $ 4,779.71 ", $ 257.48 ," $ 1,598.59 ",," $ 6,635.79 ",,
665,28424.53734,13275.42301,10599.51069,0,0,," $ 31,691.98 "," $ 1,707.22 "," $ 10,599.51 ",," $ 43,998.71 ",,
666,14562.36936,6801.222861,5430.307901,0,0,," $ 16,236.34 ", $ 874.64 ," $ 5,430.31 ",," $ 22,541.28 ",,
667,7974.250489,3724.301547,2973.598208,0,0,," $ 8,890.90 ", $ 478.95 ," $ 2,973.60 ",," $ 12,343.45 ",,
668,14438.87995,6743.548252,5384.258699,0,0,," $ 16,098.65 ", $ 867.22 ," $ 5,384.26 ",," $ 22,350.13 ",,
669,22936.75358,10712.40325,8553.115988,0,0,," $ 25,573.37 "," $ 1,377.62 "," $ 8,553.12 ",," $ 35,504.10 ",,
670,19910.18467,9298.871619,7424.508365,0,0,," $ 22,198.89 "," $ 1,195.83 "," $ 7,424.51 ",," $ 30,819.23 ",,
671,11584.31412,5410.349103,4319.791026,0,0,," $ 12,915.95 ", $ 695.77 ," $ 4,319.79 ",," $ 17,931.51 ",,
672,12114.10091,5657.781233,4517.348535,0,0,," $ 13,506.63 ", $ 727.59 ," $ 4,517.35 ",," $ 18,751.57 ",,
673,12990.0201,6066.871363,4843.978821,0,0,," $ 14,483.24 ", $ 780.20 ," $ 4,843.98 ",," $ 20,107.42 ",,
674,8277.998966,3866.164525,3086.866023,0,0,," $ 9,229.57 ", $ 497.19 ," $ 3,086.87 ",," $ 12,813.62 ",,
675,11358.82241,5305.035241,4235.705163,0,0,," $ 12,664.54 ", $ 682.23 ," $ 4,235.71 ",," $ 17,582.47 ",,
676,16677.04585,7788.863384,6218.870817,0,0,," $ 18,594.10 "," $ 1,001.65 "," $ 6,218.87 ",," $ 25,814.62 ",,
677,13973.48028,6526.187545,5210.711149,0,0,," $ 15,579.75 ", $ 839.27 ," $ 5,210.71 ",," $ 21,629.73 ",,
678,10972.00329,5124.374872,4091.460304,0,0,," $ 12,233.25 ", $ 658.99 ," $ 4,091.46 ",," $ 16,983.71 ",,
679,9337.114662,4360.814929,3481.810293,0,0,," $ 10,410.43 ", $ 560.80 ," $ 3,481.81 ",," $ 14,453.04 ",,
680,33787.47987,15780.13679,12599.35209,0,0,," $ 37,671.40 "," $ 2,029.33 "," $ 12,599.35 ",," $ 52,300.08 ",,
681,10948.75749,5113.518132,4082.791945,0,0,," $ 12,207.33 ", $ 657.60 ," $ 4,082.79 ",," $ 16,947.72 ",,
682,8636.660898,4033.674335,3220.611066,0,0,," $ 9,629.46 ", $ 518.73 ," $ 3,220.61 ",," $ 13,368.80 ",,
683,11078.39482,5174.064075,4131.133709,0,0,," $ 12,351.87 ", $ 665.38 ," $ 4,131.13 ",," $ 17,148.39 ",,
684,7854.839732,3668.531833,2929.069934,0,0,," $ 8,757.77 ", $ 471.77 ," $ 2,929.07 ",," $ 12,158.61 ",,
685,20126.34838,9399.828926,7505.115819,0,0,," $ 22,439.90 "," $ 1,208.82 "," $ 7,505.12 ",," $ 31,153.84 ",,
686,21382.20116,9986.363602,7973.42335,0,0,," $ 23,840.12 "," $ 1,284.25 "," $ 7,973.42 ",," $ 33,097.79 ",,
687,10154.76618,4742.691672,3786.712564,0,0,," $ 11,322.07 ", $ 609.91 ," $ 3,786.71 ",," $ 15,718.69 ",,
688,15760.82072,7360.948726,5877.210444,0,0,," $ 17,572.55 ", $ 946.62 ," $ 5,877.21 ",," $ 24,396.38 ",,
689,8317.532732,3884.628413,3101.608166,0,0,," $ 9,273.65 ", $ 499.56 ," $ 3,101.61 ",," $ 12,874.82 ",,
690,28667.29474,13388.80065,10690.03493,1,0,," $ 31,962.64 "," $ 1,721.80 "," $ 10,690.03 ",," $ 44,374.48 ",,
691,8157.261623,3809.775241,3041.843065,0,0,," $ 9,094.95 ", $ 489.94 ," $ 3,041.84 ",," $ 12,626.73 ",,
692,22843.22501,10668.72157,8518.239182,0,0,," $ 25,469.09 "," $ 1,372.00 "," $ 8,518.24 ",," $ 35,359.32 ",,
693,5553.961324,2593.927389,2071.072318,0,0,," $ 6,192.40 ", $ 333.58 ," $ 2,071.07 ",," $ 8,597.05 ",,
694,36024.46878,16824.90223,13433.52532,0,0,," $ 40,165.54 "," $ 2,163.68 "," $ 13,433.53 ",," $ 55,762.74 ",,
695,17227.35741,8045.881421,6424.082013,0,0,," $ 19,207.67 "," $ 1,034.70 "," $ 6,424.08 ",," $ 26,666.45 ",,
696,10528.69906,4917.333641,3926.152145,0,0,," $ 11,738.99 ", $ 632.37 ," $ 3,926.15 ",," $ 16,297.51 ",,
697,12350.76375,5768.312472,4605.600115,0,0,," $ 13,770.50 ", $ 741.80 ," $ 4,605.60 ",," $ 19,117.91 ",,
698,9837.517335,4594.52347,3668.410462,0,0,," $ 10,968.35 ", $ 590.86 ," $ 3,668.41 ",," $ 15,227.62 ",,
699,30172.93859,14091.99799,11251.48956,1,0,," $ 33,641.36 "," $ 1,812.23 "," $ 11,251.49 ",," $ 46,705.08 ",,
700,6667.65431,3114.067622,2486.36846,0,0,," $ 7,434.11 ", $ 400.47 ," $ 2,486.37 ",," $ 10,320.95 ",,
701,14555.91676,6798.209232,5427.901725,0,0,," $ 16,229.14 ", $ 874.25 ," $ 5,427.90 ",," $ 22,531.29 ",,
702,10848.93464,5066.89677,4045.567999,0,0,," $ 12,096.04 ", $ 651.60 ," $ 4,045.57 ",," $ 16,793.21 ",,
703,9610.000327,4488.26371,3583.569364,0,0,," $ 10,714.68 ", $ 577.19 ," $ 3,583.57 ",," $ 14,875.44 ",,
704,9656.832679,4510.136336,3601.033149,0,0,," $ 10,766.90 ", $ 580.00 ," $ 3,601.03 ",," $ 14,947.94 ",,
705,15278.50295,7135.686574,5697.354134,0,0,," $ 17,034.79 ", $ 917.65 ," $ 5,697.35 ",," $ 23,649.79 ",,
706,11569.04413,5403.217396,4314.096849,0,0,," $ 12,898.92 ", $ 694.85 ," $ 4,314.10 ",," $ 17,907.87 ",,
707,8218.425545,3838.341297,3064.651093,0,0,," $ 9,163.15 ", $ 493.61 ," $ 3,064.65 ",," $ 12,721.41 ",,
708,13792.21849,6441.530865,5143.118622,0,0,," $ 15,377.65 ", $ 828.38 ," $ 5,143.12 ",," $ 21,349.15 ",,
709,19343.20156,9034.067289,7213.08035,0,0,," $ 21,566.73 "," $ 1,161.78 "," $ 7,213.08 ",," $ 29,941.59 ",,
710,6957.929661,3249.638099,2594.612146,0,0,," $ 7,757.75 ", $ 417.90 ," $ 2,594.61 ",," $ 10,770.27 ",,
711,10141.86078,4736.664324,3781.900142,0,0,," $ 11,307.68 ", $ 609.14 ," $ 3,781.90 ",," $ 15,698.72 ",,
712,14360.1919,6706.79771,5354.915923,0,0,," $ 16,010.92 ", $ 862.49 ," $ 5,354.92 ",," $ 22,228.33 ",,
713,6181.416575,2886.974687,2305.050397,0,0,," $ 6,891.98 ", $ 371.26 ," $ 2,305.05 ",," $ 9,568.30 ",,
714,13052.22918,6095.925555,4867.176592,0,0,," $ 14,552.60 ", $ 783.94 ," $ 4,867.18 ",," $ 20,203.72 ",,
715,8308.306647,3880.319453,3098.167758,0,0,," $ 9,263.36 ", $ 499.01 ," $ 3,098.17 ",," $ 12,860.54 ",,
716,6389.355639,2984.090746,2382.590879,0,0,," $ 7,123.82 ", $ 383.75 ," $ 2,382.59 ",," $ 9,890.17 ",,
717,10997.27311,5136.176911,4100.883419,0,0,," $ 12,261.43 ", $ 660.51 ," $ 4,100.88 ",," $ 17,022.82 ",,
718,26945.78304,12584.78419,10048.08317,0,0,," $ 30,043.24 "," $ 1,618.40 "," $ 10,048.08 ",," $ 41,709.73 ",,
719,9107.268497,4253.467357,3396.100652,0,0,," $ 10,154.16 ", $ 547.00 ," $ 3,396.10 ",," $ 14,097.26 ",,
720,8588.460364,4011.162712,3202.637086,0,0,," $ 9,575.72 ", $ 515.84 ," $ 3,202.64 ",," $ 13,294.19 ",,
721,7403.70395,3457.832947,2760.84139,0,0,," $ 8,254.77 ", $ 444.68 ," $ 2,760.84 ",," $ 11,460.29 ",,
722,29151.25169,13614.82837,10870.50249,1,0,," $ 32,502.23 "," $ 1,750.87 "," $ 10,870.50 ",," $ 45,123.60 ",,
723,19114.75466,8927.373231,7127.892495,0,0,," $ 21,312.02 "," $ 1,148.06 "," $ 7,127.89 ",," $ 29,587.98 ",,
724,14145.69848,6606.620497,5274.93132,0,0,," $ 15,771.77 ", $ 849.61 ," $ 5,274.93 ",," $ 21,896.31 ",,
725,11060.74608,5165.821387,4124.552491,0,0,," $ 12,332.20 ", $ 664.32 ," $ 4,124.55 ",," $ 17,121.07 ",,
726,10161.27315,4745.730693,3789.139013,0,0,," $ 11,329.33 ", $ 610.30 ," $ 3,789.14 ",," $ 15,728.77 ",,
727,5766.324361,2693.109624,2150.2625,0,0,," $ 6,429.17 ", $ 346.33 ," $ 2,150.26 ",," $ 8,925.77 ",,
728,11026.96581,5150.044618,4111.955828,0,0,," $ 12,294.53 ", $ 662.30 ," $ 4,111.96 ",," $ 17,068.78 ",,
729,22315.87654,10422.42824,8321.590923,0,0,," $ 24,881.12 "," $ 1,340.32 "," $ 8,321.59 ",," $ 34,543.04 ",,
730,12535.88642,5854.772341,4674.632364,0,0,," $ 13,976.91 ", $ 752.92 ," $ 4,674.63 ",," $ 19,404.46 ",,
731,15505.77413,7241.831522,5782.103562,0,0,," $ 17,288.19 ", $ 931.30 ," $ 5,782.10 ",," $ 24,001.59 ",,
732,8255.234209,3855.532451,3078.377045,0,0,," $ 9,204.19 ", $ 495.82 ," $ 3,078.38 ",," $ 12,778.38 ",,
733,11107.81875,5187.806253,4142.105892,0,0,," $ 12,384.68 ", $ 667.15 ," $ 4,142.11 ",," $ 17,193.94 ",,
734,10928.49445,5104.054462,4075.235857,0,0,," $ 12,184.74 ", $ 656.38 ," $ 4,075.24 ",," $ 16,916.36 ",,
735,21432.81579,10010.00271,7992.297548,0,0,," $ 23,896.55 "," $ 1,287.29 "," $ 7,992.30 ",," $ 33,176.13 ",,
736,8628.113018,4029.682125,3217.423562,0,0,," $ 9,619.93 ", $ 518.22 ," $ 3,217.42 ",," $ 13,355.57 ",,
737,10479.69134,4894.44503,3907.877165,0,0,," $ 11,684.35 ", $ 629.43 ," $ 3,907.88 ",," $ 16,221.65 ",,
738,14850.8108,6935.936827,5537.867722,0,0,," $ 16,557.93 ", $ 891.96 ," $ 5,537.87 ",," $ 22,987.76 ",,
739,11416.91493,5332.166828,4257.367865,0,0,," $ 12,729.31 ", $ 685.72 ," $ 4,257.37 ",," $ 17,672.39 ",,
740,15276.86158,7134.919988,5696.742067,0,0,," $ 17,032.96 ", $ 917.55 ," $ 5,696.74 ",," $ 23,647.25 ",,
741,20884.25119,9753.800574,7787.737794,0,0,," $ 23,284.93 "," $ 1,254.34 "," $ 7,787.74 ",," $ 32,327.00 ",,
742,13312.13312,6217.311336,4964.094775,0,0,," $ 14,842.38 ", $ 799.55 ," $ 4,964.09 ",," $ 20,606.02 ",,
743,30518.62212,14253.44636,11380.39496,1,0,," $ 34,026.78 "," $ 1,832.99 "," $ 11,380.39 ",," $ 47,240.17 ",,
744,9982.122674,4662.060085,3722.333797,0,0,," $ 11,129.58 ", $ 599.54 ," $ 3,722.33 ",," $ 15,451.46 ",,
745,9205.653355,4299.417115,3432.788368,0,0,," $ 10,263.86 ", $ 552.91 ," $ 3,432.79 ",," $ 14,249.55 ",,
746,8088.432415,3777.629182,3016.176651,0,0,," $ 9,018.21 ", $ 485.80 ," $ 3,016.18 ",," $ 12,520.19 ",,
747,8121.156626,3792.912729,3028.379511,0,0,," $ 9,054.70 ", $ 487.77 ," $ 3,028.38 ",," $ 12,570.84 ",,
748,11979.03223,5594.698626,4466.98142,0,0,," $ 13,356.04 ", $ 719.48 ," $ 4,466.98 ",," $ 18,542.50 ",,
749,8258.830695,3857.212157,3079.718174,0,0,," $ 9,208.20 ", $ 496.04 ," $ 3,079.72 ",," $ 12,783.95 ",,
750,34338.02787,16037.26526,12804.65146,0,0,," $ 38,285.24 "," $ 2,062.39 "," $ 12,804.65 ",," $ 53,152.28 ",,
751,12270.0742,5730.627148,4575.51098,0,0,," $ 13,680.54 ", $ 736.96 ," $ 4,575.51 ",," $ 18,993.01 ",,
752,5989.243608,2797.222042,2233.389092,0,0,," $ 6,677.72 ", $ 359.72 ," $ 2,233.39 ",," $ 9,270.83 ",,
753,12512.4979,5843.848943,4665.910783,0,0,," $ 13,950.83 ", $ 751.52 ," $ 4,665.91 ",," $ 19,368.26 ",,
754,9886.612118,4617.452744,3686.717908,0,0,," $ 11,023.09 ", $ 593.80 ," $ 3,686.72 ",," $ 15,303.62 ",,
755,8851.565616,4134.043639,3300.749041,0,0,," $ 9,869.07 ", $ 531.64 ," $ 3,300.75 ",," $ 13,701.45 ",,
756,7917.858765,3697.964302,2952.569733,0,0,," $ 8,828.03 ", $ 475.56 ," $ 2,952.57 ",," $ 12,256.16 ",,
757,17364.58463,8109.972152,6475.254047,0,0,," $ 19,360.67 "," $ 1,042.94 "," $ 6,475.25 ",," $ 26,878.87 ",,
758,8840.035106,4128.658419,3296.449314,0,0,," $ 9,856.21 ", $ 530.95 ," $ 3,296.45 ",," $ 13,683.61 ",,
759,15453.02326,7217.194709,5762.432764,0,0,," $ 17,229.37 ", $ 928.13 ," $ 5,762.43 ",," $ 23,919.94 ",,
760,9418.664925,4398.902241,3512.220388,0,0,," $ 10,501.35 ", $ 565.70 ," $ 3,512.22 ",," $ 14,579.27 ",,
761,13601.64133,6352.523525,5072.052393,0,0,," $ 15,165.17 ", $ 816.93 ," $ 5,072.05 ",," $ 21,054.16 ",,
762,21776.96836,10170.73605,8120.632049,0,0,," $ 24,280.26 "," $ 1,307.96 "," $ 8,120.63 ",," $ 33,708.85 ",,
763,7822.172671,3653.274978,2916.888386,0,0,," $ 8,721.34 ", $ 469.81 ," $ 2,916.89 ",," $ 12,108.04 ",,
764,13430.27414,6272.488031,5008.149565,0,0,," $ 14,974.10 ", $ 806.64 ," $ 5,008.15 ",," $ 20,788.90 ",,
765,7301.60223,3410.147263,2722.767656,0,0,," $ 8,140.93 ", $ 438.54 ," $ 2,722.77 ",," $ 11,302.24 ",,
766,31900.86802,14899.0118,11895.83449,0,0,," $ 35,567.92 "," $ 1,916.01 "," $ 11,895.83 ",," $ 49,379.77 ",,
767,13397.56744,6257.212662,4995.953236,0,0,," $ 14,937.64 ", $ 804.68 ," $ 4,995.95 ",," $ 20,738.27 ",,
768,10053.17026,4695.242219,3748.827445,0,0,," $ 11,208.80 ", $ 603.81 ," $ 3,748.83 ",," $ 15,561.43 ",,
769,11439.57898,5342.751867,4265.81929,0,0,," $ 12,754.58 ", $ 687.08 ," $ 4,265.82 ",," $ 17,707.47 ",,
770,6230.601443,2909.946035,2323.391435,0,0,," $ 6,946.82 ", $ 374.22 ," $ 2,323.39 ",," $ 9,644.43 ",,
771,27520.63936,12853.26563,10262.44711,0,0,," $ 30,684.18 "," $ 1,652.93 "," $ 10,262.45 ",," $ 42,599.56 ",,
772,9619.489563,4492.695571,3587.1079,0,0,," $ 10,725.26 ", $ 577.76 ," $ 3,587.11 ",," $ 14,890.13 ",,
773,10013.58464,4676.75411,3734.065964,0,0,," $ 11,164.66 ", $ 601.43 ," $ 3,734.07 ",," $ 15,500.16 ",,
774,9618.875076,4492.408581,3586.878758,0,0,," $ 10,724.58 ", $ 577.72 ," $ 3,586.88 ",," $ 14,889.18 ",,
775,10025.90161,4682.50664,3738.658962,0,0,," $ 11,178.39 ", $ 602.17 ," $ 3,738.66 ",," $ 15,519.22 ",,
776,9209.883673,4301.392846,3434.365854,0,0,," $ 10,268.57 ", $ 553.16 ," $ 3,434.37 ",," $ 14,256.10 ",,
777,12104.86756,5653.468881,4513.905419,0,0,," $ 13,496.34 ", $ 727.04 ," $ 4,513.91 ",," $ 18,737.28 ",,
778,11640.32729,5436.509548,4340.678339,0,0,," $ 12,978.40 ", $ 699.14 ," $ 4,340.68 ",," $ 18,018.21 ",,
779,9347.083237,4365.470661,3485.527575,0,0,," $ 10,421.54 ", $ 561.40 ," $ 3,485.53 ",," $ 14,468.47 ",,
780,17812.42162,8319.130367,6642.252472,0,0,," $ 19,859.99 "," $ 1,069.84 "," $ 6,642.25 ",," $ 27,572.08 ",,
781,8019.279852,3745.332103,2990.389659,0,0,," $ 8,941.11 ", $ 481.65 ," $ 2,990.39 ",," $ 12,413.15 ",,
782,17732.60148,8281.851092,6612.487539,0,0,," $ 19,770.99 "," $ 1,065.05 "," $ 6,612.49 ",," $ 27,448.52 ",,
